ubid,activity_status,confidence_pct,score,last_signal_date,terminal,sources_active,evidence_json
UBID-KA-000617,ACTIVE,91,31.88,2026-05-01,False,"[""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-08-04"", ""days_ago"": 275, ""base_weight"": 10, ""decayed_weight"": 0.42}]"
UBID-KA-000618,DORMANT,69,2.44,2025-08-17,False,"[""LABOUR""]","[{""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-17"", ""days_ago"": 262, ""base_weight"": 7, ""decayed_weight"": 1.54}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-16"", ""days_ago"": 355, ""base_weight"": 7, ""decayed_weight"": 0.9}]"
UBID-KA-000619,ACTIVE,91,31.88,2026-05-01,False,"[""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-08-04"", ""days_ago"": 275, ""base_weight"": 10, ""decayed_weight"": 0.42}]"
UBID-KA-000620,ACTIVE,95,56.37,2026-05-01,False,"[""FACTORIES"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-02"", ""days_ago"": 93, ""base_weight"": 7, ""decayed_weight"": 4.09}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""INSPECTION"", ""source"": ""FACTORIES"", ""date"": ""2025-11-22"", ""days_ago"": 165, ""base_weight"": 6, ""decayed_weight"": 4.39}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-04"", ""days_ago"": 183, ""base_weight"": 7, ""decayed_weight"": 2.43}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000621,ACTIVE,95,51.17,2026-05-01,False,"[""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-05"", ""days_ago"": 90, ""base_weight"": 7, ""decayed_weight"": 4.16}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-14"", ""days_ago"": 173, ""base_weight"": 7, ""decayed_weight"": 2.58}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}]"
UBID-KA-000622,ACTIVE,91,31.88,2026-05-01,False,"[""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-08-04"", ""days_ago"": 275, ""base_weight"": 10, ""decayed_weight"": 0.42}]"
UBID-KA-000623,DORMANT,40,0.0,,False,[],[]
UBID-KA-000624,ACTIVE,91,31.88,2026-05-01,False,"[""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-08-04"", ""days_ago"": 275, ""base_weight"": 10, ""decayed_weight"": 0.42}]"
UBID-KA-000625,ACTIVE,91,31.88,2026-05-01,False,"[""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-08-04"", ""days_ago"": 275, ""base_weight"": 10, ""decayed_weight"": 0.42}]"
UBID-KA-000626,DORMANT,40,0.0,,False,[],[]
UBID-KA-000627,ACTIVE,91,31.88,2026-05-01,False,"[""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-08-04"", ""days_ago"": 275, ""base_weight"": 10, ""decayed_weight"": 0.42}]"
UBID-KA-000628,ACTIVE,91,31.88,2026-05-01,False,"[""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-08-04"", ""days_ago"": 275, ""base_weight"": 10, ""decayed_weight"": 0.42}]"
UBID-KA-000629,DORMANT,40,0.0,,False,[],[]
UBID-KA-000630,ACTIVE,95,51.28,2026-05-01,False,"[""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-07"", ""days_ago"": 88, ""base_weight"": 7, ""decayed_weight"": 4.21}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-11"", ""days_ago"": 176, ""base_weight"": 7, ""decayed_weight"": 2.53}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}]"
UBID-KA-000631,ACTIVE,91,31.88,2026-05-01,False,"[""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-08-04"", ""days_ago"": 275, ""base_weight"": 10, ""decayed_weight"": 0.42}]"
UBID-KA-000632,ACTIVE,91,31.88,2026-05-01,False,"[""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-08-04"", ""days_ago"": 275, ""base_weight"": 10, ""decayed_weight"": 0.42}]"
UBID-KA-000633,DORMANT,40,0.0,,False,[],[]
UBID-KA-000634,ACTIVE,95,51.5,2026-05-01,False,"[""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-13"", ""days_ago"": 82, ""base_weight"": 7, ""decayed_weight"": 4.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-17"", ""days_ago"": 170, ""base_weight"": 7, ""decayed_weight"": 2.62}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}]"
UBID-KA-000635,ACTIVE,95,51.16,2026-05-01,False,"[""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-09"", ""days_ago"": 86, ""base_weight"": 7, ""decayed_weight"": 4.26}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-06"", ""days_ago"": 181, ""base_weight"": 7, ""decayed_weight"": 2.46}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}]"
