pf_code,establishment_name,employer_name,industry_class,address,district,pin_code,pan,gstin,esi_code,coverage_date,num_employees,wages_month,mobile,email,nic_code
KR/BN/00541/000,Venkateshwara Rubber Ltd,Shri Venkateshwara Rubber Ltd,Food Processing,"Factory Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,GDAPU3532H,,,2004-12-10,581,9670721.0,,,1079
KR/BN/00542/000,Balaji Electricals Private Limited,Smt Balaji Electricals Private Limited,Chemicals,"Service Road, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,HMOAV5616J,,,2007-02-09,52,542827.0,,,2011
KR/BN/00543/000,Titan Ceramics Works,Smt Titan Ceramics Works,Pharmaceuticals,"920/7, Industrial Road, Bommanahalli, Bengaluru, B'lore",Bengaluru Urban,560100,GFCPD5686V,29GFCPD5686V7Z4,ESI0000543,1998-08-09,22,271394.0,,,2100
KR/BN/00544/000,Pumps Srinivasa Indus,Smt Pumps Srinivasa Indus,Paper Printing,"115/8, 2nd Cross, Peenya 1st Stage, Bengaluru, B'lore",Bengaluru Urban,560058,DTPAV4320M,,ESI0000544,1994-09-21,598,6423388.0,9792360880,,1701
KR/BN/00545/000,National Pumps Traders,M/s National Pumps Traders,Rubber Plastics,"1st Cross, Electronic City Phase 2, Bengaluru, B'lore",Bengaluru Urban,560100,MCZPP6944P,,,2011-08-09,439,8542870.0,,,2219
KR/BN/00546/000,Mahalaxmi Plastics Ind,Shri Mahalaxmi Plastics Ind,Rubber Plastics,"Industrial Road, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,,,ESI0000546,2017-02-20,305,5205391.0,9843007439,,2219
KR/BN/00548/000,Garments Titan Limited,Shri Garments Titan Limited,Textile,"551/3, Cross Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,TVWHO3652O,,ESI0000548,1993-10-10,291,5225358.0,,,1311
KR/BN/00549/000,Pharmaceuticals KS Corporation,Smt Pharmaceuticals KS Corporation,Auto Components,"409/7, Main Road, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,,,,2019-11-22,451,8352983.0,,,2930
KR/BN/00552/000,Raghavendra Steel Ltd,Smt Raghavendra Steel Ltd,Pharmaceuticals,"355/6, Main Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,MNJCT5871F,,,1999-12-01,796,17552610.0,9890554431,,2100
KR/BN/00555/000,Paper Lakshmi Pvt.Ltd,Shri Paper Lakshmi Pvt.Ltd,Engineering,"734/3, 2nd Cross, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,VNHHR8669O,29VNHHR8669O3ZR,ESI0000555,2012-03-23,275,3743270.0,9195906177,,2819
KR/BN/00558/000,Metals Global Factory,Smt Metals Global Factory,Food Processing,"Service Road, Peenya Industrial Area, Bengaluru, B'lore",Bengaluru Urban,560058,DKTHS9659C,29DKTHS9659C2Z8,ESI0000558,1996-04-11,252,3804038.0,9871942302,,1079
KR/BN/00559/000,Shree Plastics Traders,Shri Shree Plastics Traders,Auto Components,"961/3, Main Road, Kudlu Gate, Bengaluru, B'lore",Bengaluru Urban,560100,XWYFB7059H,,,1993-02-26,59,838068.0,,,2930
KR/BN/00560/000,Bengaluru Garments Mfr,Shri Bengaluru Garments Mfr,Textile,"Ring Road, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,CRZPB4055Z,29CRZPB4055Z5ZL,,2004-01-13,777,7184791.0,,,1311
KR/BN/00564/000,Titan Rubber & Co,Smt Titan Rubber & Co,Packaging,"Factory Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,TVHPA6263M,29TVHPA6263M7Z0,,1998-01-07,73,609290.0,,,1709
KR/BN/00566/000,Srinivasa Pharmaceuticals Factory,Shri Srinivasa Pharmaceuticals Factory,Pharmaceuticals,"Service Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,AGAHW9354B,,,1993-04-20,582,9131605.0,,,2100
KR/BN/00567/000,Garments Wipro Pvt. Ltd.,M/s Garments Wipro Pvt. Ltd.,Auto Components,"Main Road, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,MEZPM6305K,29MEZPM6305K8ZR,ESI0000567,1993-02-19,146,2931714.0,9526640404,,2930
KR/BN/00569/000,Furniture Raghavendra Limited,Smt Furniture Raghavendra Limited,Electronics,"96/5, Ring Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,QYLCE8420K,,,2019-05-13,316,3059266.0,,,2630
KR/BN/00570/000,United Motors Pvt.Ltd,M/s United Motors Pvt.Ltd,Electronics,"315/1, Ring Road, Peenya 1st Stage, Bengaluru, B'lore",Bengaluru Urban,560058,URBFL6344Z,,,2003-06-11,97,1350407.0,,,2630
KR/BN/00572/000,Sunrise Electricals Mfg,M/s Sunrise Electricals Mfg,Packaging,"65/5, Main Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,,,,2011-01-01,512,4665808.0,9344189920,,1709
KR/BN/00573/000,Sunrise Electricals P Limited,Shri Sunrise Electricals P Limited,Electronics,"Industrial Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Bengaluru Urban,560058,,,ESI0000573,1991-01-19,797,19764338.0,9382173100,,2630
KR/BN/00574/000,Mahalaxmi Leather & Co,M/s Mahalaxmi Leather & Co,Chemicals,"Industrial Road, Peenya 1st Stage, Bengaluru, B'lore",Bengaluru Urban,560058,TCCHW6898D,29TCCHW6898D9ZE,ESI0000574,1996-07-15,149,2597579.0,9996371184,,2011
KR/BN/00575/000,Engg. United Private Limited,M/s Engg. United Private Limited,Engineering,"3rd Main, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,MBMHH0148O,29MBMHH0148O8ZV,,2023-11-18,588,9518975.0,9311777140,,2819
KR/BN/00576/000,Pumps Karnataka Pvt Ltd,M/s Pumps Karnataka Pvt Ltd,Food Processing,"529/7, Main Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,YHSCP9454Q,,ESI0000576,2015-08-25,152,3024478.0,,,1079
KR/BN/00578/000,Printing Karnataka Manufacturers,M/s Printing Karnataka Manufacturers,Rubber Plastics,"2nd Cross, Neeladri Nagar, Bengaluru, 560100",Bengaluru Urban,560100,QQSCJ6873F,,,2009-02-25,26,231504.0,9551491983,,2219
KR/BN/00579/000,Raghavendra Pumps Limited,M/s Raghavendra Pumps Limited,Pharmaceuticals,"Factory Road, Hosur Road, Bengaluru, B'lore",Bengaluru Urban,560100,PYACI8384H,,ESI0000579,2003-07-12,491,4250673.0,9999649964,,2100
KR/BN/00580/000,Srinivasa Foundry Ltd,M/s Srinivasa Foundry Ltd,Engineering,"165/3, Industrial Road, Neeladri Nagar, Bengaluru, 560100",Bengaluru Urban,560100,EVNFI6443A,29EVNFI6443A7ZJ,,2016-03-16,428,3715982.0,9741433428,,2819
KR/BN/00581/000,Ceramics Balaji Works,Shri Ceramics Balaji Works,Paper Printing,"1st Cross, Yeshwanthpur, Bengaluru, B'lore",Bengaluru Urban,560058,,,,1995-09-06,499,8786177.0,,,1701
KR/BN/00583/000,Mahalaxmi Pumps & Co,Smt Mahalaxmi Pumps & Co,Food Processing,"Industrial Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,HJNPC7621E,,,2007-12-22,402,8524236.0,9162937500,,1079
KR/BN/00584/000,Peoples Plastics Group,Shri Peoples Plastics Group,Chemicals,"25/9, Industrial Road, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,VBCAZ7327R,,ESI0000584,2022-07-10,743,16428491.0,9769766418,,2011
KR/BN/00585/000,Cables Infosys Limited,Smt Cables Infosys Limited,Rubber Plastics,"687/6, Service Road, Electronic City Phase 2, Bengaluru, B'lore",Bengaluru Urban,560100,PVMPA9925F,29PVMPA9925F6ZQ,,1998-05-04,794,10117801.0,9895713965,,2219
KR/BN/00586/000,New Paper & Co,Shri New Paper & Co,Auto Components,"Main Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,,,ESI0000586,2012-06-13,504,10702411.0,9161006516,,2930
KR/BN/00588/000,Shree Plastics Manufacturers,M/s Shree Plastics Manufacturers,Food Processing,"615/8, Ring Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,PVZPZ4431N,,,2023-11-09,606,9025857.0,,,1079
KR/BN/00592/000,Pipes KS Factory,M/s Pipes KS Factory,Auto Components,"382/2, 3rd Main, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,RAAPP0748P,,,1993-11-22,28,530905.0,9154399556,,2930
KR/BN/00596/000,United Pumps Factory,M/s United Pumps Factory,Textile,"242/2, 2nd Cross, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,,,,1998-12-05,28,691703.0,,,1311
KR/BN/00597/000,Srinivasa Paper International,M/s Srinivasa Paper International,Chemicals,"618/7, Cross Road, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,AHDHG0164L,29AHDHG0164L5ZV,,1998-05-24,389,7776037.0,9883929044,,2011
KR/BN/00599/000,Sunrise Ceramics Manufacturers,Smt Sunrise Ceramics Manufacturers,Pharmaceuticals,"979/2, Cross Road, Peenya Industrial Area, Bengaluru, B'lore",Bengaluru Urban,560058,XEBAU5288Y,,ESI0000599,2008-09-17,480,6663478.0,9748075987,,2100
KR/BN/00601/000,Bangalore Ceramics Limited,Smt Bangalore Ceramics Limited,Chemicals,"717/9, Cross Road, Electronic City Phase 2, Bengaluru, B'lore",Bengaluru Urban,560100,FDNHC9168D,29FDNHC9168D1ZN,ESI0000601,2008-11-19,450,8823003.0,,,2011
KR/BN/00602/000,Star Foods & Co,Smt Star Foods & Co,Chemicals,"Main Road, Kudlu Gate, Bengaluru, B'lore",Bengaluru Urban,560100,VMXFM5084I,29VMXFM5084I4ZX,,2011-09-02,419,8037940.0,9242836419,,2011
KR/BN/00605/000,Plastics Mahalaxmi & Co,M/s Plastics Mahalaxmi & Co,Pharmaceuticals,"833/5, 3rd Main, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,ONIHS6774H,29ONIHS6774H7Z5,ESI0000605,2007-07-24,514,4255121.0,,,2100
KR/BN/00608/000,National Electricals & Co,Shri National Electricals & Co,Pharmaceuticals,"Service Road, Electronic City Phase 2, Bengaluru, B'lore",Bengaluru Urban,560100,SSDPD0829E,,ESI0000608,1992-08-08,359,8359008.0,,,2100
KR/BN/00609/000,New Cables Works,Smt New Cables Works,Engineering,"623/4, 2nd Cross, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,TMCFR0843D,29TMCFR0843D5ZZ,ESI0000609,1996-04-15,639,12041160.0,,,2819
KR/BN/00610/000,Royal Plastics International,M/s Royal Plastics International,Engineering,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,,,,1994-10-04,505,8749915.0,,,2819
KR/BN/00613/000,Electronics Premier Pvt Ltd,Smt Electronics Premier Pvt Ltd,Paper Printing,"54/3, 2nd Cross, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,LOLFF8264L,29LOLFF8264L2ZK,,2001-08-17,233,4004459.0,,,1701
KR/BN/00619/000,Mahalaxmi Beverages Limited,Shri Mahalaxmi Beverages Limited,Engineering,"Factory Road, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,JURCR0043N,29JURCR0043N2ZJ,,2014-01-18,431,4940365.0,9141409326,,2819
KR/BN/00620/000,Titan Beverages Works,Smt Titan Beverages Works,Rubber Plastics,"476/4, 3rd Main, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,FCLFX2370N,,ESI0000620,2015-08-06,796,7646609.0,,,2219
KR/BN/00621/000,Titan Valves Works,Shri Titan Valves Works,Pharmaceuticals,"24/2, Factory Road, Peenya, Bengaluru, B'lore",Bengaluru Urban,560058,,,,2003-07-08,718,17412370.0,9610590480,,2100
KR/BN/00622/000,New Pharmaceuticals Co,Shri New Pharmaceuticals Co,Pharmaceuticals,"Service Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,RWRPK4270E,,ESI0000622,2019-09-15,461,8017289.0,9607739360,,2100
KR/BN/00623/000,Modern Textiles Corporation,Shri Modern Textiles Corporation,Textile,"400/7, Cross Road, Electronic City Phase 2, Bengaluru, B'lore",Bengaluru Urban,560100,IHLPB5756O,29IHLPB5756O7Z2,ESI0000623,2002-02-14,264,2353873.0,9460002412,,1311
KR/BN/00625/000,KS Pharmaceuticals Group,M/s KS Pharmaceuticals Group,Rubber Plastics,"Service Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,ZUMAZ4666E,29ZUMAZ4666E7ZI,,2010-03-08,255,4362804.0,9579701629,,2219
KR/BN/00626/000,Garments United Limited,Smt Garments United Limited,Engineering,"Factory Road, Bommanahalli, Bengaluru, B'lore",Bengaluru Urban,560100,JHAAH9902D,,ESI0000626,2007-04-14,647,6755993.0,9859222304,,2819
KR/BN/00627/000,Sunrise Beverages Manufacturers,Smt Sunrise Beverages Manufacturers,Paper Printing,"Ring Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,IBEFV9549N,,,2002-08-28,480,5944049.0,,,1701
KR/BN/00628/000,Electricals Global & Co,Smt Electricals Global & Co,Packaging,"178/4, Cross Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,MFOPX0272K,29MFOPX0272K4ZZ,ESI0000628,2004-09-11,359,3458361.0,,,1709
KR/BN/00629/000,Karnataka Beverages Pvt Ltd,Smt Karnataka Beverages Pvt Ltd,Chemicals,"811/9, 3rd Main, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,,,ESI0000629,2020-07-24,21,501142.0,9834282123,,2011
KR/BN/00631/000,Printing Balaji Enterprises,Smt Printing Balaji Enterprises,Engineering,"113/9, Factory Road, Neeladri Nagar, Bengaluru, B'lore",Bengaluru Urban,560100,WBCHP4484T,,ESI0000631,2014-08-23,433,6584206.0,,,2819
KR/BN/00633/000,Southern Garments Group,M/s Southern Garments Group,Pharmaceuticals,"312/9, 2nd Cross, Peenya 1st Stage, Bengaluru, B'lore",Bengaluru Urban,560058,WXJFN9775M,,,2019-12-04,455,4056026.0,9852611277,,2100
KR/BN/00634/000,Royal Pipes International,Smt Royal Pipes International,Chemicals,"1st Cross, Neeladri Nagar, Bengaluru, 560100",Bengaluru Urban,560100,MGBHM6152S,29MGBHM6152S1Z6,ESI0000634,2021-08-17,481,7269669.0,9384157356,,2011
KR/BN/00635/000,Titan Electronics Limited,Smt Titan Electronics Limited,Rubber Plastics,"2nd Cross, Bommanahalli, Bengaluru, B'lore",Bengaluru Urban,560100,SMTPN3502X,,ESI0000635,2003-11-15,685,8515310.0,9986793015,,2219
KR/BN/00637/000,Premier Valves Traders,Smt Premier Valves Traders,Food Processing,"3rd Main, BEL Road, Bengaluru, B'lore",Bengaluru Urban,560058,VHFPB8652I,,ESI0000637,1992-05-13,568,8668507.0,,,1079
KR/BN/00638/000,Southern Printing Enterprises,M/s Southern Printing Enterprises,Food Processing,"445/4, Service Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,EATPI3145Y,,ESI0000638,2015-03-25,380,4964020.0,,,1079
KR/BN/00641/000,Titan Pumps Private Limited,M/s Titan Pumps Private Limited,Textile,"Service Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,TLTCR3142O,29TLTCR3142O3Z8,,1997-10-24,755,8133089.0,9721585418,,1311
KR/BN/00642/000,Royal Motors & Co,Smt Royal Motors & Co,Pharmaceuticals,"2nd Cross, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,CMWCA3126X,,,2015-05-24,598,10706943.0,,,2100
KR/BN/00643/000,Valves New Manufacturers,M/s Valves New Manufacturers,Paper Printing,"Ring Road, BEL Road, Bengaluru, B'lore",Bengaluru Urban,560058,HBLPF4516D,,ESI0000643,1993-12-26,143,1226307.0,9650677231,,1701
KR/BN/00645/000,Infosys Plastics Private Limited,Smt Infosys Plastics Private Limited,Rubber Plastics,"2nd Cross, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,HONFW0076Q,29HONFW0076Q6ZX,ESI0000645,2016-01-28,594,8818588.0,,,2219
KR/BN/00646/000,Wipro Motors Pvt. Ltd.,Smt Wipro Motors Pvt. Ltd.,Engineering,"163/6, Ring Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,DZOCM2382L,,ESI0000646,1993-08-23,454,6397961.0,,,2819
KR/BN/00650/000,Southern Pharmaceuticals Corporation,M/s Southern Pharmaceuticals Corporation,Packaging,"818/5, Service Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,TPQHH1314C,,ESI0000650,2007-07-26,652,8504853.0,9423075469,,1709
KR/BN/00651/000,Wipro Foundry Mfrs,Smt Wipro Foundry Mfrs,Electronics,"Ring Road, Electronic City Phase 2, Bengaluru, B'lore",Bengaluru Urban,560100,YDNHV3528U,,ESI0000651,2002-07-25,139,1695326.0,9709989030,,2630
KR/BN/00652/000,Balaji Electronics Corporation,Smt Balaji Electronics Corporation,Paper Printing,"20/2, Cross Road, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,KTRPW4843F,29KTRPW4843F3ZX,ESI0000652,2023-03-22,759,12700716.0,9455818742,,1701
KR/BN/00653/000,Janatha Paper Co,M/s Janatha Paper Co,Auto Components,"379/6, 3rd Main, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,WPHCI8284K,29WPHCI8284K9ZG,,2005-03-07,291,5637923.0,,,2930
KR/BN/00654/000,Printing Bangalore Co,Shri Printing Bangalore Co,Textile,"96/1, 1st Cross, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,ELHAF7193N,,,2016-09-07,462,11281149.0,9976779920,,1311
KR/BN/00655/000,Balaji Plastics & Co,Smt Balaji Plastics & Co,Paper Printing,"2nd Cross, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,UTGHM7678F,,,1992-02-23,208,3397592.0,,,1701
KR/BN/00656/000,Premier Rubber Ltd,Shri Premier Rubber Ltd,Food Processing,"1st Cross, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,FCACI9961K,29FCACI9961K5ZE,ESI0000656,1995-07-21,195,4760812.0,9971995542,,1079
KR/BN/00658/000,Mphasis Valves Pvt.Ltd,Shri Mphasis Valves Pvt.Ltd,Chemicals,"Factory Road, Yeshwanthpur, Bengaluru, B'lore",Bengaluru Urban,560058,WZVAK2149M,29WZVAK2149M3ZM,ESI0000658,1997-09-21,50,1004475.0,9321287803,,2011
KR/BN/00661/000,Premier Cables Private Limited,Shri Premier Cables Private Limited,Engineering,"768/5, 3rd Main, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,RAJAV8890I,,,1997-04-07,739,17814485.0,,,2819
KR/BN/00663/000,Pharmaceuticals Karnataka Factory,Shri Pharmaceuticals Karnataka Factory,Chemicals,"3rd Main, Peenya, Bengaluru, B'lore",Bengaluru Urban,560058,XUJHK2925N,29XUJHK2925N3Z0,,2010-07-06,516,8834658.0,,,2011
KR/BN/00666/000,Janatha Textiles P Limited,Smt Janatha Textiles P Limited,Textile,"Service Road, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,UGKFY8207N,29UGKFY8207N8Z7,ESI0000666,2015-04-28,266,3706408.0,9242568840,,1311
KR/BN/00668/000,Karnataka Pumps Works,M/s Karnataka Pumps Works,Rubber Plastics,"Industrial Road, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,WPBAD8138M,,,2004-03-08,736,14967743.0,9563645044,,2219
KR/BN/00670/000,New Electronics & Co,Shri New Electronics & Co,Electronics,"588/8, Cross Road, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,MNTAF9846A,,ESI0000670,1999-12-16,417,8946021.0,,,2630
KR/BN/00671/000,Southern Ceramics Ltd,Shri Southern Ceramics Ltd,Rubber Plastics,"Service Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,,,,1993-08-13,473,7940168.0,,,2219
KR/BN/00672/000,Global Valves Works,Smt Global Valves Works,Packaging,"Industrial Road, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,MSZHP2261C,29MSZHP2261C3ZW,,1992-04-20,204,2083824.0,9656916767,,1709
KR/BN/00676/000,Star Motors Factory,M/s Star Motors Factory,Rubber Plastics,"Industrial Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,CCZAT4701E,,ESI0000676,2007-07-23,112,1767820.0,9687177363,,2219
KR/BN/00678/000,Foundry Royal Enterprises,Shri Foundry Royal Enterprises,Engineering,"788/4, Ring Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,UMQCR5766Z,,ESI0000678,2015-05-01,264,5557882.0,,,2819
KR/BN/00681/000,Indian Furniture Ent,Shri Indian Furniture Ent,Electronics,"Main Road, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,BXTAC0734A,,,2004-07-09,91,1703433.0,,,2630
KR/BN/00684/000,Printing KS Ind,Smt Printing KS Ind,Chemicals,"378/1, 2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",Bengaluru Urban,560100,MGRFY7789H,29MGRFY7789H6Z3,ESI0000684,2003-11-08,720,12999384.0,9380479526,,2011
KR/BN/00685/000,Ceramics Royal Limited,Shri Ceramics Royal Limited,Rubber Plastics,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,TYZFB5275F,29TYZFB5275F1ZL,,2002-05-23,150,3430807.0,,,2219
KR/BN/00686/000,Motors Lakshmi Industries,Smt Motors Lakshmi Industries,Food Processing,"2nd Cross, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,,,,2005-04-27,529,6253359.0,,,1079
KR/BN/00688/000,Premier Foods Entp,Shri Premier Foods Entp,Chemicals,"205/5, Industrial Road, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,HTQPC3442D,29HTQPC3442D8ZX,ESI0000688,1993-05-06,436,4289638.0,9469974974,,2011
KR/BN/00689/000,Engg. Lakshmi Limited,Shri Engg. Lakshmi Limited,Packaging,"977/7, Service Road, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,PRDCH2382F,,,1995-04-04,365,3936877.0,,,1709
KR/BN/00690/000,Pumps Indian Pvt Ltd,M/s Pumps Indian Pvt Ltd,Auto Components,"233/7, Ring Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,HXGHL4746H,,ESI0000690,1995-12-19,31,373388.0,9157401249,,2930
KR/BN/00692/000,Steel National Enterprises,Smt Steel National Enterprises,Textile,"Factory Road, Neeladri Nagar, Bengaluru, B'lore",Bengaluru Urban,560100,UYNCX8616N,,ESI0000692,2023-03-03,159,2823584.0,,,1311
KR/BN/00693/000,Mahalaxmi Leather Pvt Ltd,Shri Mahalaxmi Leather Pvt Ltd,Packaging,"192/5, 3rd Main, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,PZEFS8936P,,ESI0000693,1998-10-26,633,11460335.0,9509657015,,1709
KR/BN/00695/000,Textiles Southern Corporation,M/s Textiles Southern Corporation,Rubber Plastics,"Factory Road, Peenya 2nd Stage, Bengaluru, B'lore",Bengaluru Urban,560058,USYHR6952D,,,2002-08-13,353,7696169.0,9716612154,,2219
KR/BN/00697/000,Premier Printing Ltd,Smt Premier Printing Ltd,Electronics,"Main Road, Neeladri Nagar, Bengaluru, B'lore",Bengaluru Urban,560100,,,ESI0000697,2018-07-23,701,9861048.0,,,2630
KR/BN/00698/000,Paints Infosys Private Limited,M/s Paints Infosys Private Limited,Paper Printing,"782/1, Cross Road, Neeladri Nagar, Bengaluru, B'lore",Bengaluru Urban,560100,TFJAP0821V,29TFJAP0821V5ZZ,ESI0000698,2016-12-19,64,671863.0,9452259062,,1701
KR/BN/00699/000,United Auto Parts Pvt. Ltd.,Shri United Auto Parts Pvt. Ltd.,Chemicals,"Industrial Road, Neeladri Nagar, Bengaluru, 560100",Bengaluru Urban,560100,PXTCK8001T,29PXTCK8001T8ZZ,ESI0000699,1994-05-22,486,7295659.0,,,2011
KR/BN/00700/000,Global Ceramics Traders,Shri Global Ceramics Traders,Auto Components,"655/4, Factory Road, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,UXHHT8193N,,ESI0000700,2020-11-09,721,11043421.0,9314420719,,2930
KR/BN/00701/000,Peoples Printing & Co,Smt Peoples Printing & Co,Electronics,"781/9, Factory Road, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,WKLCK6867Q,,ESI0000701,2017-04-04,774,16155088.0,,,2630
KR/BN/00702/000,KS Packaging P Limited,Shri KS Packaging P Limited,Textile,"87/2, 3rd Main, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,YINAP8665W,,ESI0000702,2020-11-24,433,10581399.0,,,1311
KR/BN/00703/000,Global Ceramics Private Limited,Smt Global Ceramics Private Limited,Paper Printing,"Main Road, Peenya 2nd Stage, Bengaluru, B'lore",Bengaluru Urban,560058,XVIHD2456B,,ESI0000703,2009-05-15,321,6656289.0,,,1701
KR/BN/00705/000,Ceramics JSW Factory,M/s Ceramics JSW Factory,Electronics,"Main Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,XCVCQ7145W,29XCVCQ7145W4ZJ,ESI0000705,1999-06-05,99,2439823.0,9202989486,,2630
KR/BN/00709/000,Shree Electricals Factory,Smt Shree Electricals Factory,Rubber Plastics,"3rd Main, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,SSYAH7008N,29SSYAH7008N6ZI,ESI0000709,2018-12-13,745,17566081.0,,,2219
KR/BN/00710/000,Janatha Pumps International,M/s Janatha Pumps International,Electronics,"510/3, Ring Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,WGDCX9290G,29WGDCX9290G7ZJ,ESI0000710,2007-04-11,236,2246658.0,,,2630
KR/BN/00713/000,Bangalore Steel Pvt Ltd,M/s Bangalore Steel Pvt Ltd,Engineering,"386/9, Industrial Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,LGIAJ8715B,29LGIAJ8715B1ZC,ESI0000713,2018-09-08,262,2725959.0,9869581195,,2819
KR/BN/00716/000,Peoples Pumps Factory,M/s Peoples Pumps Factory,Rubber Plastics,"749/1, Factory Road, Neeladri Nagar, Bengaluru, 560100",Bengaluru Urban,560100,,,ESI0000716,2020-08-21,558,11099908.0,,,2219
KR/BN/00717/000,Sunrise Printing Group,Shri Sunrise Printing Group,Rubber Plastics,"1st Cross, Yeshwanthpur, Bengaluru, B'lore",Bengaluru Urban,560058,UCQHL2584Q,29UCQHL2584Q4ZY,,2020-10-23,524,11869542.0,,,2219
KR/BN/00720/000,Janatha Printing Traders,M/s Janatha Printing Traders,Textile,"522/9, Cross Road, Electronic City Phase 2, Bengaluru, B'lore",Bengaluru Urban,560100,,,ESI0000720,1997-04-02,665,6355096.0,,,1311
KR/BN/00722/000,Fabrics Lakshmi Traders,M/s Fabrics Lakshmi Traders,Engineering,"Industrial Road, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,VNRAX3973E,29VNRAX3973E3ZT,ESI0000722,2017-09-02,605,10468853.0,9849221755,,2819
KR/BN/00725/000,Rubber Modern Pvt Ltd,Shri Rubber Modern Pvt Ltd,Rubber Plastics,"Service Road, Hosur Road, Bengaluru, B'lore",Bengaluru Urban,560100,PQPPG9700M,,,2005-05-24,625,11448329.0,9759255382,,2219
