consumer_no,consumer_name,service_address,pin_code,connection_type,sanctioned_load_kw,connected_load_kw,tariff_category,pan,gstin,connection_date,connection_status,meter_no,mobile
ESCOM/560058/000392,Indian Motors Ltd,"746/7, Factory Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,335.8,262.3,LT-5,WWZPE9109R,29WWZPE9109R7ZR,1991-04-11,ACTIVE,M65631412,
ESCOM/560058/000393,National Foods Corporation,"Cross Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,413.0,259.5,LT-4,ZILAB6776M,29ZILAB6776M2ZB,2000-05-20,SURRENDERED,M27899356,
ESCOM/560100/000394,KS Furniture Enterprises,"Factory Road, Kudlu Gate, Bengaluru, 560100",560100,COMMERCIAL,141.9,116.6,LT-6,OYNAO6558Q,,2017-09-07,ACTIVE,M19843340,9129776617
ESCOM/560100/000395,Fabrics Sunrise Corporation,"600/9, Cross Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,464.0,311.9,LT-4,OUMPE4265J,29OUMPE4265J1ZV,1998-02-22,DISCONNECTED,M82891528,9587426173
ESCOM/560058/000396,KS Paper Ltd,"658/7, 3rd Main, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,328.9,246.6,LT-6,ZSSFB2864F,,2019-07-27,ACTIVE,M94586637,9233939784
ESCOM/560100/000397,Janatha Furniture Limited,"580/1, Cross Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,144.8,102.9,LT-4,JRIFX2203U,29JRIFX2203U5ZW,2005-09-25,SURRENDERED,M45181439,9467966009
ESCOM/560100/000398,Indian Paints Traders,"Factory Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,332.9,249.3,LT-5,SCQAG7912V,,2022-06-08,ACTIVE,M72630468,9916464211
ESCOM/560058/000399,Shree Foundry Indus,"143/5, Main Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,5.9,4.8,LT-4,VLFCF5517V,29VLFCF5517V8Z7,1997-04-20,ACTIVE,M45664420,
ESCOM/560100/000401,National Motors Co,"772/6, Main Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,291.9,210.0,LT-4,,,2020-11-18,ACTIVE,M86151800,9492339466
ESCOM/560058/000402,Chemicals Premier Factory,"595/1, Cross Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,484.2,384.0,LT-1,FJAPA9868V,29FJAPA9868V6ZM,2020-10-18,ACTIVE,M71012575,9640168985
ESCOM/560100/000403,Star Pipes Group,"823/3, Service Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,252.3,174.0,LT-3,OHAHP9038Y,29OHAHP9038Y4ZL,2001-09-01,ACTIVE,M44999727,9898818490
ESCOM/560100/000404,Bengaluru Printing Indus,"1st Cross, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,488.1,405.1,LT-5,,,1997-04-21,ACTIVE,M28209723,9779739353
ESCOM/560100/000405,Southern Garments Limited,"3rd Main, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,280.2,213.7,LT-4,XXVFE7127U,,2007-10-18,ACTIVE,M76451936,9779802780
ESCOM/560100/000406,Leather Sri Traders,"Ring Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,251.0,169.7,LT-1,OUWAA1788S,,2007-10-06,ACTIVE,M35252785,
ESCOM/560058/000407,Printing Shree Co,"503/5, Service Road, BEL Road, Bengaluru, 560058",560058,COMMERCIAL,406.3,250.1,LT-1,SJVCO6942M,29SJVCO6942M3Z6,1992-03-05,ACTIVE,M56156258,
ESCOM/560058/000408,Foods United Manufacturers,"Ring Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,301.2,246.8,LT-3,DYSPE8465L,29DYSPE8465L4ZZ,1993-07-24,DISCONNECTED,M66682161,9412803742
ESCOM/560100/000409,Metals Wipro Mfg,"Ring Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,54.2,40.3,LT-3,BLIAB6456Z,29BLIAB6456Z3ZM,2002-08-11,SURRENDERED,M12128058,9213163273
ESCOM/560058/000410,Garments Srinivasa Pvt Ltd,"Cross Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,282.8,236.3,LT-3,WFSHB9809S,,2012-10-02,ACTIVE,M74873640,9931593843
ESCOM/560058/000411,Fabrics Star Corporation,"965/3, Ring Road, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,65.1,40.3,LT-6,,,2008-05-13,SURRENDERED,M45724770,
ESCOM/560100/000412,Srinivasa Furniture Co,"Main Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,221.9,209.0,LT-3,SGPFV2485D,,1993-03-05,ACTIVE,M61716233,9363485167
ESCOM/560100/000413,Steel Mphasis Private Limited,"Service Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,75.1,63.0,LT-1,BHPAV1445D,29BHPAV1445D2Z4,2016-10-16,DISCONNECTED,M25932134,9227422766
ESCOM/560100/000416,Infosys Rubber Inds,"405/8, Service Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,353.1,286.1,LT-1,IHXAF9674K,29IHXAF9674K7Z4,2004-07-09,ACTIVE,M31586627,9213707068
ESCOM/560100/000417,Balaji Printing Limited,"953/8, 1st Cross, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,478.0,428.5,LT-5,NUQFX2612Q,29NUQFX2612Q4Z8,2001-01-22,ACTIVE,M67556568,
ESCOM/560058/000418,Balaji Electricals Mfg,"251/1, 2nd Cross, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,235.9,206.3,LT-5,PAPFG7526N,29PAPFG7526N5ZB,2007-09-02,ACTIVE,M39214361,9517158622
ESCOM/560100/000421,Janatha Steel Industries,"Cross Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,19.2,11.8,LT-5,QIUAR2915V,29QIUAR2915V9ZT,2022-04-19,ACTIVE,M99594388,
ESCOM/560100/000422,Wipro Cables Group,"Factory Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,379.0,304.8,LT-1,YLBCE2439W,29YLBCE2439W2Z5,2009-08-06,ACTIVE,M77178156,9978039619
ESCOM/560058/000424,Indian Leather Co,"3rd Main, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,148.3,115.8,LT-4,,,2016-09-12,DISCONNECTED,M75088522,
ESCOM/560100/000425,Karnataka Chemicals Enterprises,"Main Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,238.7,182.9,LT-2,GIDHH0491Z,,1998-05-17,ACTIVE,M18114189,9249900241
ESCOM/560058/000426,JSW Chemicals Industries,"370/2, 3rd Main, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,28.1,22.1,LT-3,YSJCF4332K,29YSJCF4332K1ZD,1998-07-01,ACTIVE,M79462056,9874086150
ESCOM/560100/000427,Wipro Electricals Corporation,"Factory Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,11.1,9.9,LT-2,,,1995-02-26,ACTIVE,M81187569,9980427290
ESCOM/560058/000429,Karnataka Cables Factory,"Main Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,221.1,198.1,LT-3,,,2003-04-20,ACTIVE,M69610627,9428303355
ESCOM/560058/000430,Paints Peoples International,"1st Cross, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,303.9,271.8,LT-3,XIIFJ8402O,29XIIFJ8402O1ZE,2021-12-06,ACTIVE,M66431732,9379017374
ESCOM/560100/000431,Pipes Srinivasa Group,"Main Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,266.0,220.8,LT-5,ZRFFH8922Y,,2009-03-08,ACTIVE,M25059994,9956238039
ESCOM/560058/000432,Raghavendra Packaging Private Limited,"Service Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,359.1,236.6,LT-2,BIJHJ3744E,29BIJHJ3744E3ZQ,2022-02-08,ACTIVE,M77360126,
ESCOM/560058/000433,Balaji Chemicals Co,"Factory Road, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,147.7,112.1,LT-1,JCJFV3757G,29JCJFV3757G5Z2,2014-06-06,ACTIVE,M13901326,
ESCOM/560100/000436,Peoples Steel Mfrs,"Main Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,154.9,128.0,LT-5,OZYPH7710N,29OZYPH7710N6ZS,2020-06-02,ACTIVE,M69449053,9589348001
ESCOM/560100/000437,Raghavendra Electricals Industries,"542/5, 2nd Cross, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,102.6,90.0,LT-5,,,2001-12-02,ACTIVE,M50357606,9174052597
ESCOM/560058/000439,Bangalore Steel Factory,"86/1, Main Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,224.8,211.1,LT-4,GEGHV2759Y,29GEGHV2759Y1ZV,2014-03-09,DISCONNECTED,M11787844,9778598849
ESCOM/560058/000440,Pipes Premier Co,"3rd Main, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,84.7,72.6,LT-6,NWGAP7904Y,29NWGAP7904Y5ZW,2007-06-10,ACTIVE,M64093193,9544916257
ESCOM/560100/000441,United Cables Co,"Factory Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,184.0,168.9,LT-5,RIAFH3252F,29RIAFH3252F4Z3,2005-02-20,ACTIVE,M32756637,
ESCOM/560100/000442,Southern Garments Inds,"16/5, Industrial Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,214.3,167.2,LT-6,,,1992-03-01,ACTIVE,M48068185,9808971948
ESCOM/560100/000443,Lakshmi Beverages Co,"Ring Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,146.7,98.1,LT-2,KALPU3118M,29KALPU3118M5ZQ,2015-12-22,DISCONNECTED,M83010304,9611935857
ESCOM/560058/000444,Sri Steel Industries,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,143.6,107.8,LT-6,,,2009-11-09,ACTIVE,M98083246,9434351885
ESCOM/560100/000445,Paints Sunrise Group,"703/5, 3rd Main, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,202.9,125.1,LT-1,OUCHS4401U,29OUCHS4401U9ZZ,2015-11-09,ACTIVE,M76298961,9281626458
ESCOM/560100/000448,Pipes Sri Corporation,"Main Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,41.2,30.8,LT-6,XTGPL9118I,29XTGPL9118I9ZT,2000-02-14,DISCONNECTED,M81659740,
ESCOM/560100/000449,Packaging Modern Corporation,"626/2, Factory Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,482.4,423.6,LT-1,WPECF7570Z,29WPECF7570Z6Z3,1994-01-28,ACTIVE,M72358688,9424244244
ESCOM/560100/000450,Peoples Leather Ltd,"281/3, Ring Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,482.7,344.2,LT-3,IDVCM3542I,29IDVCM3542I2ZJ,2009-11-21,ACTIVE,M96286940,9184471411
ESCOM/560058/000452,Star Foundry Traders,"Service Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,434.1,345.9,LT-3,OXEHU3643M,29OXEHU3643M6ZG,2006-11-02,ACTIVE,M12271878,9260098397
ESCOM/560100/000453,Infosys Pipes International,"21/1, 2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,146.9,119.7,LT-5,PHQHU4898T,29PHQHU4898T9Z9,1997-03-12,ACTIVE,M36903052,
ESCOM/560100/000454,United Motors Ltd,"470/7, Cross Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,413.0,280.3,LT-6,MQAPN9166H,29MQAPN9166H5ZB,2015-02-01,DISCONNECTED,M57278576,9643124572
ESCOM/560100/000455,New Pharmaceuticals Works,"633/2, Ring Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,493.1,414.1,LT-1,TTMFA4770Q,29TTMFA4770Q4ZK,2020-09-24,ACTIVE,M84887820,
ESCOM/560058/000456,Raghavendra Furniture Inds,"943/8, Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,33.9,26.9,LT-4,TLJCB4881S,29TLJCB4881S2ZP,1998-07-03,ACTIVE,M37233183,
ESCOM/560100/000457,Packaging Lakshmi International,"159/3, 3rd Main, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,10.3,6.2,LT-2,,,2021-04-14,ACTIVE,M64309424,9482906432
ESCOM/560100/000458,Peoples Metals Limited,"797/8, Cross Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,9.6,6.0,LT-6,,,2018-04-07,ACTIVE,M19274240,
ESCOM/560058/000459,Modern Pharmaceuticals Limited,"Industrial Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,415.8,316.9,LT-4,GHUHX4788M,,1998-04-15,ACTIVE,M89744784,
ESCOM/560058/000460,Printing Royal Corporation,"Service Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,437.8,333.7,LT-6,CDRCU5935V,29CDRCU5935V2Z6,1993-08-07,DISCONNECTED,M40871201,
ESCOM/560100/000461,Valves Global Pvt. Ltd.,"Ring Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,280.1,224.6,LT-6,JKDAB6326W,29JKDAB6326W7ZD,1998-10-09,ACTIVE,M88396939,9419076993
ESCOM/560100/000463,Electricals Srinivasa International,"181/2, Main Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,125.4,86.1,LT-1,KNIHF9492I,29KNIHF9492I4ZV,1995-12-10,ACTIVE,M56389564,9897400485
ESCOM/560058/000464,Sri Foods Co,"Cross Road, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,74.1,68.3,LT-6,JCLHY8108Z,29JCLHY8108Z7ZX,1994-06-11,SURRENDERED,M29669898,9952432191
ESCOM/560100/000465,Sri Steel Ltd,"Ring Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,248.0,190.7,LT-4,ZFKHV4193M,29ZFKHV4193M5ZM,2021-05-11,ACTIVE,M31705646,9505937737
ESCOM/560058/000466,Balaji Paper Co,"238/4, Service Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,18.7,11.7,LT-2,SXNHH3433X,29SXNHH3433X1ZD,2005-01-21,ACTIVE,M41659028,9312793303
ESCOM/560100/000467,Furniture Peoples International,"10/3, Cross Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,370.3,267.2,LT-3,UFLFQ3340F,29UFLFQ3340F5ZW,2015-05-20,SURRENDERED,M94958052,9914363966
ESCOM/560058/000468,Karnataka Steel Corporation,"Cross Road, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,300.4,267.1,LT-4,,,2018-08-01,SURRENDERED,M88046031,9877954792
ESCOM/560058/000469,Mahalaxmi Ceramics Co,"Cross Road, Peenya, Bengaluru, B'lore",560058,COMMERCIAL,297.7,240.5,LT-3,NCCAU0032O,29NCCAU0032O4ZQ,2010-08-26,ACTIVE,M21385162,
ESCOM/560100/000470,Foundry Srinivasa Mfrs,"28/2, 1st Cross, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,353.5,255.0,LT-2,OGPHG6082E,29OGPHG6082E7Z8,2014-07-21,DISCONNECTED,M95409281,9122633593
ESCOM/560100/000472,Packaging Mphasis Enterprises,"824/9, 2nd Cross, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,180.0,132.3,LT-1,KPEFT7286I,29KPEFT7286I4ZE,2001-08-16,ACTIVE,M99947139,
ESCOM/560100/000473,Plastics Sunrise Pvt. Ltd.,"54/1, 2nd Cross, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,364.0,257.4,LT-1,KWACM3302F,29KWACM3302F3ZY,1990-10-16,ACTIVE,M69449966,
ESCOM/560100/000474,Srinivasa Beverages Manufacturers,"373/8, Main Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,130.3,89.9,LT-6,MANPI8084T,,1999-01-13,ACTIVE,M32087302,
ESCOM/560058/000475,Bangalore Cables Pvt Ltd,"3rd Main, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,484.8,382.1,LT-6,JGEHZ0730W,29JGEHZ0730W3ZR,1990-12-23,ACTIVE,M32868236,9653448420
ESCOM/560058/000476,KS Textiles Co,"Ring Road, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,369.0,243.9,LT-3,EGZPJ8319F,29EGZPJ8319F6Z0,1994-09-11,ACTIVE,M11479471,9976423080
ESCOM/560100/000477,Fabrics Shree Group,"344/9, 3rd Main, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,481.4,440.2,LT-5,NUQAX7871C,29NUQAX7871C1ZM,2018-02-15,ACTIVE,M38318358,9999243448
ESCOM/560058/000480,Premier Metals Mfr,"420/2, Cross Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,362.4,319.9,LT-2,KPGHQ0495Y,29KPGHQ0495Y7Z2,2017-10-28,DISCONNECTED,M50512103,9483369821
ESCOM/560058/000481,Motors Balaji & Co,"Cross Road, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,362.4,229.8,LT-4,BPRCI6240Q,,1990-04-25,ACTIVE,M80646774,9827800487
ESCOM/560058/000482,JSW Auto Parts Pvt Ltd,"155/4, 3rd Main, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,75.7,56.3,LT-1,BEQFF4235F,29BEQFF4235F4ZS,1996-03-08,ACTIVE,M79585792,9449429634
ESCOM/560100/000483,JSW Chemicals International,"308/8, 2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,498.6,354.8,LT-1,SGGAH2044H,29SGGAH2044H3Z3,2018-04-21,DISCONNECTED,M26420523,9872229297
ESCOM/560058/000484,Sri Auto Parts Limited,"3rd Main, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,196.3,127.5,LT-4,,,2021-11-16,ACTIVE,M76291370,9575685652
ESCOM/560058/000485,Bangalore Valves Group,"Service Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,445.6,388.2,LT-2,,,2013-12-20,ACTIVE,M36956541,
ESCOM/560100/000486,Motors Mphasis Works,"Industrial Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,90.1,76.8,LT-5,VWGCY9078D,29VWGCY9078D7ZG,2022-11-25,DISCONNECTED,M85939839,9971573228
ESCOM/560100/000488,Foods Infosys & Co,"Main Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,249.5,213.0,LT-5,ZKNCI6228W,29ZKNCI6228W9ZE,2006-10-25,SURRENDERED,M40685944,
ESCOM/560100/000489,Ceramics Southern Factory,"Main Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,363.1,318.2,LT-4,BRWAM4159Z,,1996-07-10,ACTIVE,M67869150,9187569484
ESCOM/560100/000490,Pumps Star Corporation,"972/4, 1st Cross, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,93.8,86.9,LT-1,ZXFAK3167N,,1990-11-06,ACTIVE,M76163738,9269983252
ESCOM/560100/000491,Janatha Auto Parts Works,"3rd Main, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,368.7,309.4,LT-3,ADCAR1707T,29ADCAR1707T4Z8,1999-04-27,ACTIVE,M40834138,9176506481
ESCOM/560100/000492,New Printing Traders,"491/2, Ring Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,324.0,199.3,LT-4,HLDPC9733N,29HLDPC9733N4ZE,2020-06-04,DISCONNECTED,M43853151,9374075081
ESCOM/560058/000493,Printing Raghavendra Ent,"663/5, Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,24.4,20.9,LT-1,XASHX5475Z,29XASHX5475Z5Z9,2001-11-20,ACTIVE,M88294030,
ESCOM/560058/000494,Auto Sunrise Parts Inds,"321/8, 2nd Cross, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,408.5,296.5,LT-6,HHEHX2107P,29HHEHX2107P8Z3,2000-12-21,ACTIVE,M68667185,9263252077
ESCOM/560058/000495,Janatha Garments Co,"126/6, Cross Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,463.1,427.8,LT-4,DEVCQ5540P,,1994-06-23,ACTIVE,M75078884,
ESCOM/560058/000496,Beverages Balaji & Co,"438/8, Service Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,255.2,182.5,LT-6,VPEAZ1252J,29VPEAZ1252J7ZM,2021-12-11,ACTIVE,M32149624,9615289706
ESCOM/560058/000497,Pipes Srinivasa Mfrs,"110/4, 1st Cross, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,78.4,55.8,LT-4,LBMHX3761H,29LBMHX3761H3Z7,2007-10-18,ACTIVE,M22233957,
ESCOM/560058/000498,Bengaluru Printing Group,"3rd Main, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,372.3,236.8,LT-1,PXEAV2692W,29PXEAV2692W5ZR,2015-07-16,ACTIVE,M24101321,
ESCOM/560100/000499,Shree Valves Factory,"Ring Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,266.0,217.2,LT-1,YLZHE7891R,29YLZHE7891R9ZO,2000-02-28,ACTIVE,M66498724,
ESCOM/560100/000500,New Plastics Manufacturers,"Industrial Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,108.8,97.6,LT-1,CSPCT4258D,,2012-08-20,ACTIVE,M33076858,
ESCOM/560100/000501,United Garments Mfrs,"Service Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,126.6,80.4,LT-3,XOQHV7715T,29XOQHV7715T7Z0,2018-06-02,DISCONNECTED,M12551253,
ESCOM/560058/000502,Peoples Motors & Co,"884/6, Factory Road, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,452.5,326.4,LT-1,SCQFR1601T,29SCQFR1601T3ZL,2019-08-08,ACTIVE,M39750868,
ESCOM/560058/000503,Fabrics Infosys Co,"Service Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,24.7,14.9,LT-1,HAWFA8469P,29HAWFA8469P1ZU,2022-11-02,ACTIVE,M84041402,
ESCOM/560058/000504,Indian Pharmaceuticals Group,"186/3, Cross Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,119.2,75.7,LT-3,GHRFB0996M,29GHRFB0996M8ZG,2017-12-05,ACTIVE,M14382066,
ESCOM/560058/000505,Janatha Printing Works,"720/7, Ring Road, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,284.2,215.6,LT-5,RXBFA4378P,29RXBFA4378P5ZM,1990-07-19,ACTIVE,M65429258,9745691447
ESCOM/560100/000506,Venkateshwara Ceramics Manufacturers,"3rd Main, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,51.6,38.3,LT-1,JVZCR2853Y,29JVZCR2853Y8ZG,2010-06-21,ACTIVE,M92002215,9996200491
ESCOM/560100/000507,Premier Packaging Pvt. Ltd.,"Factory Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,379.4,318.9,LT-5,ZZYHB3769A,29ZZYHB3769A1ZG,2010-08-04,ACTIVE,M91029279,
ESCOM/560058/000508,Karnataka Plastics International,"445/5, Service Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,194.9,173.4,LT-4,,,2001-12-28,ACTIVE,M33616237,9509973520
ESCOM/560058/000509,Shree Foods & Co,"812/6, Service Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,108.3,79.5,LT-5,NBXHL0397B,29NBXHL0397B7ZI,1995-04-26,SURRENDERED,M67225310,9494332358
ESCOM/560058/000510,Lakshmi Printing & Co,"819/8, Service Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,213.1,135.1,LT-4,LHRHF2276F,29LHRHF2276F7ZM,2007-07-17,ACTIVE,M62145735,
ESCOM/560058/000511,Auto Modern Parts Mfrs,"Industrial Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,445.0,293.6,LT-1,TIJCN4540Z,29TIJCN4540Z7ZN,1991-11-09,ACTIVE,M13352684,
ESCOM/560100/000512,Janatha Leather Pvt Ltd,"Cross Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,255.9,229.2,LT-5,,,1994-12-08,ACTIVE,M15610072,9988616737
ESCOM/560100/000513,Global Electronics Corporation,"600/3, 1st Cross, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,431.6,310.8,LT-2,VSBCW3340E,,2010-04-07,DISCONNECTED,M17008598,9355738821
ESCOM/560058/000514,Valves Peoples Group,"Cross Road, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,175.5,127.1,LT-5,RDZHK6722B,29RDZHK6722B5ZN,2017-06-13,ACTIVE,M15758891,
ESCOM/560058/000515,Mahalaxmi Valves Corporation,"261/8, Main Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,208.0,180.4,LT-1,AKAPI1951T,29AKAPI1951T8ZA,2006-11-01,ACTIVE,M29657752,9121965253
ESCOM/560100/000516,Motors Bengaluru Manufacturers,"2nd Cross, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,90.1,76.2,LT-3,,,1998-05-15,ACTIVE,M89085044,9868185552
ESCOM/560058/000517,Karnataka Packaging & Co,"849/6, Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,8.8,7.4,LT-4,RBLFT0636G,29RBLFT0636G8ZC,2010-11-06,ACTIVE,M30801724,9646943658
ESCOM/560100/000518,Peoples Pumps Limited,"720/1, Main Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,307.4,268.3,LT-5,SJRPK2403N,29SJRPK2403N7Z7,2014-03-17,ACTIVE,M62353500,9282448965
ESCOM/560058/000519,Shree Printing & Co,"Industrial Road, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,106.5,84.2,LT-1,OSLHQ3126Z,29OSLHQ3126Z9Z8,2009-07-15,ACTIVE,M76822222,9885744150
ESCOM/560058/000520,Premier Garments Manufacturers,"358/5, Service Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,53.5,48.4,LT-5,NRMHB0720Z,29NRMHB0720Z7ZB,2008-05-19,ACTIVE,M96123010,
ESCOM/560058/000522,Star Printing Group,"Service Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,217.3,183.8,LT-1,OSAAV9642Y,29OSAAV9642Y9ZQ,2006-09-16,DISCONNECTED,M95485510,
ESCOM/560100/000523,KS Printing Manufacturers,"Service Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,380.5,296.0,LT-6,OHKAA3184V,,2011-03-02,SURRENDERED,M62489799,9699129210
ESCOM/560100/000524,Shree Furniture Co,"1st Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,122.9,82.4,LT-4,ZRRCO8986Y,29ZRRCO8986Y7ZA,1993-01-18,DISCONNECTED,M95464239,
